,,"Raw extracted data",,,,,,,,,,,,,,,,"Cleaned/synthesised data",,,,,,,
463,"Report","CSA2024","Insecure Third-Party Resources",,TRUE,,,"Issue",,,,,,5,"Third-party resource could mean different things from externally written code through open-source libraries to SaaS products, or as noted in Security Issue 2, Insecure Interfaces and APIs","Survey","P 5","Insecure Thrid-Party Resources","TRUE",,,,,,1
464,"Report","CSA2024","Insecure Software Development",,TRUE,,TRUE,"Issue",,,,,,6,,"Survey","P 5","Insecure software development","TRUE",,,TRUE,,,1
465,"Report","CSA2024","Accidental Cloud Data Disclosure",,TRUE,,,"Issue",,,,,,7,,"Survey","P 5","Access/Expose sensitive data","",TRUE,,,,1,
466,"Report","CSA2024","System Vulnerabilities",,TRUE,,,"Issue",,,,,,8,,"Survey","P 5","System vulnerabilities","",TRUE,,,,,
467,"Report","CSA2024","Limited Cloud Visibility/Observability",,TRUE,,,"Issue",,,,,,9,"Limited cloud visibility occurs when an organization cannot effectively visualize and analyze whether cloud service usage is safe or malicious","Survey","P 5","Limited cloud visibility/observability","TRUE",,,,,,1
468,"Report","CSA2024","Unauthenticated Resource Sharing",,TRUE,,,"Issue",,,,,"VM, Storage buckets, DB",10,,"Survey","P 5","Insufficient/missing authentication","",TRUE,,TRUE,,1,
469,"Report","CSA2024","Advanced Persistent Threats",,TRUE,,,"Issue",,,,,,11,,"Survey","P 5","APTs","",TRUE,,,,,
470,"Report","CSA2024","Denial of service",,TRUE,,,"Concern",,,,,,"below Top threats","In responsibility of CSP","Survey","P 5","DoS/DDoS attack","",TRUE,TRUE,,,1,
471,"Report","CSA2024","Shared technology vulnerabilities",,TRUE,,,"Concern",,,,,,"below Top threats","In responsibility of CSP","Survey","P 5","Multitenancy / Shared technology","",TRUE,,TRUE,,1,
472,"Report","CSA2024","CSP data loss ",,TRUE,,,"Concern",,,,,,"below Top threats","In responsibility of CSP","Survey","P 5","CSP data loss ","",TRUE,,,,,
473,"Report","CSA2024","Misconfiguration & Exploitation of Serverless & Container Workloads",,TRUE,,,"Issue",,,,,"Serverless workload, container workload","below Top threats",,,"P 5","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,TRUE,,1,
474,"Report","CSA2024","Cloud Storage Data Exfiltration",,TRUE,,,"Issue",,,,,,"below Top threats",,,"P 5","Access/Expose sensitive data","",TRUE,TRUE,,,1,
475,"Report","CSA2024","Data breaches",,TRUE,,,"Concern",,,,,,"below Top threats",,,"P 6","Data breach","TRUE",,,,,,1
476,"Report","CSA2024","Replay attacks","IAM",,TRUE,,"Challenge",,,,,,,,,"P 6","Replay attack (e.g. on password)","",TRUE,TRUE,,,1,
477,"Report","CSA2024","Impersonation","IAM",,TRUE,,"Challenge",,,,,,,,,"P 6","Impersonation","",TRUE,TRUE,,,1,
478,"Report","CSA2024","Excessive permissions","IAM",,,,"Challenge",,,,,,,,,"P 6","Excessive permissions/privileges","",TRUE,,TRUE,,1,
479,"Report","CSA2024","Self-signed certificates","IAM",,,TRUE,"Concern",,,,,,,,,"P 6","Self-signed certificates","",TRUE,,TRUE,,1,
480,"Report","CSA2024","Poor cryptographic management","IAM",,,TRUE,"Concern",,,,,,,,,"P 6","Poor cryptographic management","",TRUE,,TRUE,,1,
481,"Report","CSA2024","Secrets management","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Poor secret management and practices","",,,,,1,
482,"Report","CSA2024","Disabled monitoring and logging","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Disabled/misconfigured monitoring and logging (on a heterogeneous workload system)","",,,,,1,
483,"Report","CSA2024","ICMP left open","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","ICMP left open","",TRUE,,TRUE,,1,
484,"Report","CSA2024","Insecure automated backups","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Ineffective/insecure recovery/backup techniques (lack of a good disaster recovery plan)","",TRUE,,TRUE,,1,
485,"Report","CSA2024","Storage access","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Insufficient/missing access control","",TRUE,,TRUE,,1,
486,"Report","CSA2024","Lack of validation","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Lack of validation","",TRUE,,TRUE,,,
487,"Report","CSA2024","Unlimited access to non-HTTPS/HTTP ports","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Unlimited access to non-HTTPS/HTTP ports","",TRUE,,TRUE,,1,
488,"Report","CSA2024","Overly permissive access to VMs, containers, and hosts","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Excessive permissions/privileges","",TRUE,,TRUE,,1,
489,"Report","CSA2024","Enabling too many cloud access permissions (least privilege)","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Excessive permissions/privileges","",TRUE,,TRUE,,1,
490,"Report","CSA2024","Subdomain hijacking (aka dangling DNS)","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Subdomain hijacking (aka dangling DNS)","",,,,,1,
491,"Report","CSA2024","Misconfigurations specific to you CSP","Misconfigurations",,,,,,,,,,,"Some common misconfigurations",,"P 9","Misconfigurations specific to you CSP","",,,,TRUE,,
492,"Report","CSA2024","Disclosure of data","Technical impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","Data leakage/disclosure","TRUE",,,,,,1
493,"Report","CSA2024","Loss of data","Technical impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","(Permanent) Data loss","TRUE",,,,,,1
494,"Report","CSA2024","Destruction of data","Technical impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","Alteration or deletion of data/records (without maintaining backup)","",,,,,1,
495,"Report","CSA2024","System performance","Operational impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","System performance","TRUE",,,,,,1
496,"Report","CSA2024","System outage","Operational impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","System outage","TRUE",,,,,,1
497,"Report","CSA2024","Ransom demands","Financial impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","Ransom demands","",,,,,,
498,"Report","CSA2024","Non-compliance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","Non-compliance and fines","TRUE",,,,,,1
499,"Report","CSA2024","Lost revenue","Financial impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","Lost revenue","TRUE",,,,,,1
500,"Report","CSA2024","Reduction in stock price","Financial impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","Reduction in stock price","",,,,,,
501,"Report","CSA2024","Company reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""Misconfiguration and inadequate Change Control""",,"P 10","Company reputation","TRUE",,,,,,1
502,"Report","CSA2024","System access","Technical impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","System access","TRUE",,,,,,1
503,"Report","CSA2024","Data disclosure","Technical impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","Access/Expose sensitive data","",TRUE,,,,1,
504,"Report","CSA2024","Data loss","Technical impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","(Permanent) Data loss","TRUE",,,,,,1
505,"Report","CSA2024","System outage","Operational impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","System outage","TRUE",,,,,,1
506,"Report","CSA2024","Feature delay","Operational impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","Feature delay","TRUE",,,,,,1
507,"Report","CSA2024","Lost revenue","Financial impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","Lost revenue","TRUE",,,,,,1
508,"Report","CSA2024","Non-compliance","Financial impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","Non-compliance and fines","TRUE",,,,,,1
509,"Report","CSA2024","Company reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","Company reputation","TRUE",,,,,,1
510,"Report","CSA2024","Customer reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""IAM""",,"P 11","Customer reputation","TRUE",,,,,,1
511,"Report","CSA2024","Inadequate authentication mechanism","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Inadequate authentication mechanism","",,,TRUE,,,
512,"Report","CSA2024","Lack of encryption","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Lack of encryption","",TRUE,,TRUE,,1,
513,"Report","CSA2024","Improper session management","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Improper session management","",TRUE,,TRUE,,1,
514,"Report","CSA2024","Insufficient input validation","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Insufficient input validation","",TRUE,,TRUE,,1,
515,"Report","CSA2024","Poor logging and monitoring","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Disabled/misconfigured monitoring and logging (on a heterogeneous workload system)","",TRUE,,TRUE,,1,
516,"Report","CSA2024","Outdated or unpatched software","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Outdated or unpatched software","",TRUE,,TRUE,,1,
517,"Report","CSA2024","Assumed protection parity during cloud conversion","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Assumed protection parity during cloud conversion","",,,TRUE,,,
518,"Report","CSA2024","Overly permissive account controls","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Excessive permissions/privileges","",TRUE,,TRUE,,1,
519,"Report","CSA2024","Lack of rate limiting","Insecure Interfaces and APIs",,,TRUE,,,,,,,,"Reason for ""Insecure interfaces and APIs""",,"P 18","Lack of rate limiting","",,,TRUE,,,
520,"Report","CSA2024","Unintended exposure of sensitive or private data",,,,,"Impact",,,,,,,"Most commonly reported impact from ""Insecure interfaces and APIs""",,"P 19","Access/Expose sensitive data","",TRUE,TRUE,,,1,
521,"Report","CSA2024","System access","Technical impact",,,,"Impact",,,,,,,"Results from ""Insecure interfaces and APIs""",,"P 19","System access","TRUE",,,,,,1
522,"Report","CSA2024","Data disclosure","Technical impact",,,,"Impact",,,,,,,"Results from ""Insecure interfaces and APIs""",,"P 19","Access/Expose sensitive data","",TRUE,TRUE,,,1,
523,"Report","CSA2024","System outage","Operational impact",,,,"Impact",,,,,,,"Results from ""Insecure interfaces and APIs""",,"P 19","System outage","TRUE",,,,,,1
524,"Report","CSA2024","Feature delay","Operational impact",,,,"Impact",,,,,,,"Results from ""Insecure interfaces and APIs""",,"P 19","Feature delay","TRUE",,,,,,1
525,"Report","CSA2024","Lost revenue","Financial impact",,,,"Impact",,,,,,,"Results from ""Insecure interfaces and APIs""",,"P 19","Lost revenue","TRUE",,,,,,1
526,"Report","CSA2024","Non-complicance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""Insecure interfaces and APIs""",,"P 19","Non-compliance and fines","TRUE",,,,,,1
527,"Report","CSA2024","Company reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""Insecure interfaces and APIs""",,"P 19","Company reputation","TRUE",,,,,,1
528,"Report","CSA2024","Customer reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""Insecure interfaces and APIs""",,"P 19","Customer reputation","TRUE",,,,,,1
529,"Report","CSA2024","Existing vendor lock-ins","Inadequate Selection / Implementation of Cloud Security Strategy",,,,"Aspect",,,,,,,,,,"Vendor lockin","",TRUE,,,,1,
530,"Report","CSA2024","Local data residency","Inadequate Selection / Implementation of Cloud Security Strategy",,,,"Aspect",,,,,,,"Things to consider",,"P 22","Local data residency","",,,,,,
531,"Report","CSA2024","Preference for a certain CSP","Inadequate Selection / Implementation of Cloud Security Strategy",,,,"Aspect",,,,,,,"Things to consider",,"P 22","Preference for a certain CSP","",,,,,,
532,"Report","CSA2024","Data disclosure","Technical impact",,,,"Impact",,,,,,,"Things to consider",,"P 22","Access/Expose sensitive data","",TRUE,TRUE,,,1,
533,"Report","CSA2024","Deployment","Operational impact",,,,"Impact",,,,,,,"Results from ""Inadequate selection / implementation of cloud security strategy""",,"P 23","Deployment","",,,,,,
534,"Report","CSA2024","Financial costs","Financial impact",,,,"Impact",,,,,,,"Results from ""Inadequate selection / implementation of cloud security strategy""",,"P 23","Financial costs","",,,,,,
535,"Report","CSA2024","Non-compliance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""Inadequate selection / implementation of cloud security strategy""",,"P 23","Non-compliance and fines","TRUE",,,,,,1
536,"Report","CSA2024","Company reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""Inadequate selection / implementation of cloud security strategy""",,"P 23","Company reputation","TRUE",,,,,,1
537,"Report","CSA2024","Externally written code","Insecure Thrid-Party Resources",,,,,,,,,,,"Example of ""Insecure third party resources""",,"P 26","Externally written code","",,,,TRUE,,
538,"Report","CSA2024","Open-source libraries","Insecure Thrid-Party Resources",,,,,,,,,,,"Example of ""Insecure third party resources""",,"P 26","Open-source libraries","",,,,TRUE,,
539,"Report","CSA2024","SaaS products","Insecure Thrid-Party Resources",,,,,,,,,,,"Example of ""Insecure third party resources""",,"P 26","SaaS products","",,,,TRUE,,
540,"Report","CSA2024","Insecure Interfaces and APIs","Insecure Thrid-Party Resources",,,,,,,,,,,"Example of ""Insecure third party resources""",,"P 26","Insecure Interfaces and APIs","",TRUE,,TRUE,TRUE,,
541,"Report","CSA2024","Supply chain vulnerabilities","Insecure Thrid-Party Resources",,,TRUE,,,,,,,,"Example of ""Insecure third party resources""",,"P 26","Supply chain vulnerabilities","",,,TRUE,TRUE,,
542,"Report","CSA2024","Data disclosure","Technical impact",,,,"Impact",,,,,,,"Results from ""Insecure third party resources""",,"P 27","Access/Expose sensitive data","",TRUE,TRUE,,,1,
543,"Report","CSA2024","Data destruction","Technical impact",,,,"Impact",,,,,,,"Results from ""Insecure third party resources""",,"P 27","(Permanent) Data loss","TRUE",,,,,,1
544,"Report","CSA2024","Product system outage","Operational impact",,,,"Impact",,,,,,,"Results from ""Insecure third party resources""",,"P 27","Product system outage","",,,,,,
545,"Report","CSA2024","Non-compliance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""Insecure third party resources""",,"P 27","Non-compliance and fines","TRUE",,,,,,1
546,"Report","CSA2024","Company confidence","Reputational impact",,,,"Impact",,,,,,,"Results from ""Insecure third party resources""",,"P 27","Company confidence","",,,,,,
547,"Report","CSA2024","Data disclosure","Technical impact",,,,"Impact",,,,,,,"Results from ""Insecure software development""",,"P 31","Data leakage/disclosure","TRUE",,TRUE,,,,1
548,"Report","CSA2024","Data destruction","Technical impact",,,,"Impact",,,,,,,"Results from ""Insecure software development""",,"P 31","(Permanent) Data loss","TRUE",,,,,,1
549,"Report","CSA2024","Feature delay","Operational impact",,,,"Impact",,,,,,,"Results from ""Insecure software development""",,"P 31","Feature delay","TRUE",,,,,,1
550,"Report","CSA2024","System outage","Operational impact",,,,"Impact",,,,,,,"Results from ""Insecure software development""",,"P 31","System outage","TRUE",,,,,,1
551,"Report","CSA2024","Non-compliance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""Insecure software development""",,"P 31","Non-compliance and fines","TRUE",,,,,,1
552,"Report","CSA2024","Customer confidence","Reputational impact",,,,"Impact",,,,,,,"Results from ""Insecure software development""",,"P 31","Customer confidence","",,,,,,
553,"Report","CSA2024","Misconfiguration","Accidental data disclosure",,,,,,,,,,,"Reason for ""Accidental data disclosure""",,"P 34","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,TRUE,,1,
554,"Report","CSA2024","Oversight and insufficient controls","Accidental data disclosure",,,,,,,,,,,"Reason for ""Accidental data disclosure""",,"P 34","Oversight and insufficient controls","",,,,,,
555,"Report","CSA2024","Accidental data disclosure","Insider threat",TRUE,,,,,,,,,,,,"P 35","Accidental data disclosure","",TRUE,,,,,
556,"Report","CSA2024","Data exposure","Technical impact",,,,"Impact",,,,,,,"Results for ""Accidental data disclosure""",,"P 35","Access/Expose sensitive data","",TRUE,TRUE,,,1,
557,"Report","CSA2024","Business disruption","Operational impact",,,,"Impact",,,,,,,"Results for ""Accidental data disclosure""",,"P 35","Business disruption","TRUE",,,,,,1
558,"Report","CSA2024","Non-compliance","Financial impact",,,,"Impact",,,,,,,"Results for ""Accidental data disclosure""",,"P 35","Non-compliance and fines","TRUE",,,,,,1
559,"Report","CSA2024","Reputational impact","Company impact",,,,"Impact",,,,,,,"Results for ""Accidental data disclosure""",,"P 35","Reputational impact","TRUE",,,,,,1
560,"Report","CSA2024","Exploit system vulnerabilities",,,TRUE,TRUE,,,,,,,,,,"P 39","Software/application flaws (e.g. unpatched software)","",TRUE,TRUE,TRUE,,1,
561,"Report","CSA2024","System Vulnerabilities in cloud services from custom software","System vulnerabilities",,,TRUE,,,,,,,,"Component of ""System vulnerabilities""",,"P 39","Software/application flaws (e.g. unpatched software)","",TRUE,,TRUE,,1,
562,"Report","CSA2024","System Vulnerabilities in cloud services from third-party libraries","System vulnerabilities",,,TRUE,,,,,,,,"Component of ""System vulnerabilities""",,"P 39","Software/application flaws (e.g. unpatched software)","",TRUE,,TRUE,,1,
563,"Report","CSA2024","System Vulnerabilities in cloud services Oses","System vulnerabilities",,,TRUE,,,,,,,,"Component of ""System vulnerabilities""",,"P 39","Software/application flaws (e.g. unpatched software)","",TRUE,,TRUE,,1,
564,"Report","CSA2024","Misconfiguration","System vulnerabilities",,,TRUE,,,,,,,,"One of the four main categories of ""System vulnerabilities""",,"P 39","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,TRUE,,1,
565,"Report","CSA2024","Zero-day vulnerabilities","System vulnerabilities",,,TRUE,,,,,,,,"One of the four main categories of ""System vulnerabilities""",,"P 39","Zero-day vulnerabilities","TRUE",,,TRUE,,,1
566,"Report","CSA2024","Unpatched software ","System vulnerabilities",,,TRUE,,,,,,,,"One of the four main categories of ""System vulnerabilities""",,"P 39","Software/application flaws (e.g. unpatched software)","",TRUE,,TRUE,,1,
567,"Report","CSA2024","Weak or default credentials","System vulnerabilities",,,TRUE,,,,,,,,"One of the four main categories of ""System vulnerabilities""",,"P 39","Weak or default credentials","",TRUE,,TRUE,,1,
568,"Report","CSA2024","Weakened security","Technical impact",,,,"Impact",,,,,,,"Results from ""system vulnerabilities""",,"P 40","Weakened security","",,,,,,
569,"Report","CSA2024","Data loss","Technical impact",,,,"Impact",,,,,,,"Results from ""system vulnerabilities""",,"P 40","(Permanent) Data loss","TRUE",,,,,,1
570,"Report","CSA2024","Business disruption","Operational impact",,,,"Impact",,,,,,,"Results from ""system vulnerabilities""",,"P 40","Business disruption","TRUE",,,,,,1
571,"Report","CSA2024","System performance","Operational impact",,,,"Impact",,,,,,,"Results from ""system vulnerabilities""",,"P 40","System performance","TRUE",,,,,,1
572,"Report","CSA2024","Lost revenue","Financial impact",,,,"Impact",,,,,,,"Results from ""system vulnerabilities""",,"P 40","Lost revenue","TRUE",,,,,,1
573,"Report","CSA2024","Non-compliance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""system vulnerabilities""",,"P 40","Non-compliance and fines","TRUE",,,,,,1
574,"Report","CSA2024","Company reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""system vulnerabilities""",,"P 40","Company reputation","TRUE",,,,,,1
575,"Report","CSA2024","Customer reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""system vulnerabilities""",,"P 40","Customer reputation","TRUE",,,,,,1
576,"Report","CSA2024","Un-sanctioned app use","Limited Cloud Visibility / Observability",,,,"Challenge",,,,,,,"One of two key challenges of ""Limited cloud visibility / observability""",,"P 43","Un-sanctioned app use","",,,,,,
577,"Report","CSA2024","Sanctioned app misuse","Limited Cloud Visibility / Observability",,,,"Challenge",,,,,,,"One of two key challenges of ""Limited cloud visibility / observability""",,"P 43","Sanctioned app misuse","",,,,,,
578,"Report","CSA2024","Credential theft","Sanctioned app misuse",,TRUE,,,,,,,,,"Potential cause of ""Limited Cloud Visibility / Observability""",,"P 43","Credential theft","",,TRUE,,,,
579,"Report","CSA2024","SQL injection","Sanctioned app misuse",,TRUE,,,,,,,,,"Potential cause of ""Limited Cloud Visibility / Observability""",,"P 43","SQL injection","",TRUE,TRUE,,,1,
580,"Report","CSA2024","DNS attacks","Sanctioned app misuse",,TRUE,,,,,,,,,"Potential cause of ""Limited Cloud Visibility / Observability""",,"P 43","DNS attacks","",TRUE,TRUE,,,1,
581,"Report","CSA2024","Human error leading to data breaches","Data breach",,,,"Challenge",,,,,,,"Challenge of ""Limited Cloud visibility / observability",,"P 43","Human error leading to data breaches","",,,,,,
582,"Report","CSA2024","Undetected security breaches","Data breach",,,,"Challenge",,,,,,,"Challenge of ""Limited Cloud visibility / observability",,"P 43","Undetected security breaches","",,,,,,
583,"Report","CSA2024","Costs of cloud breaches","Data breach",,,,"Challenge",,,,,,,"Challenge of ""Limited Cloud visibility / observability",,"P 43","Costs of cloud breaches","",,,,,,
584,"Report","CSA2024","Misconfigurations and access issues","Data breach",,,,"Challenge",,,,,,,"Challenge of ""Limited Cloud visibility / observability",,"P 44","Misconfigured services (storage/computing instances/…) and security-related settings; Mistakes in Identity and access management (IAM)","",TRUE,,TRUE,,2,
585,"Report","CSA2024","Weakened security","Technical impact",,,,"Impact",,,,,,,"Results from ""Limited cloud visibility / observability""",,"P 44","Weakened security","",,,,,,
586,"Report","CSA2024","Data loss","Technical impact",,,,"Impact",,,,,,,"Results from ""Limited cloud visibility / observability""",,"P 44","(Permanent) Data loss","TRUE",,,,,,1
587,"Report","CSA2024","Business disruption","Operational impact",,,,"Impact",,,,,,,"Results from ""Limited cloud visibility / observability""",,"P 44","Business disruption","TRUE",,,,,,1
588,"Report","CSA2024","System performance","Operational impact",,,,"Impact",,,,,,,"Results from ""Limited cloud visibility / observability""",,"P 44","System performance","TRUE",,,,,,1
589,"Report","CSA2024","Lost revenue","Financial impact",,,,"Impact",,,,,,,"Results from ""Limited cloud visibility / observability""",,"P 44","Lost revenue","TRUE",,,,,,1
590,"Report","CSA2024","Non-compliance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""Limited cloud visibility / observability""",,"P 44","Non-compliance and fines","TRUE",,,,,,1
591,"Report","CSA2024","Company reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""Limited cloud visibility / observability""",,"P 44","Company reputation","TRUE",,,,,,1
592,"Report","CSA2024","Customer reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""Limited cloud visibility / observability""",,"P 44","Customer reputation","TRUE",,,,,,1
593,"Report","CSA2024","Data breach","Technical impact",,,,"Impact",,,,,,,"Results from ""Unauthenticated resource sharing""",,"P 48","Data breach","TRUE",,,,,,1
594,"Report","CSA2024","Loss of data","Technical impact",,,,"Impact",,,,,,,"Results from ""Unauthenticated resource sharing""",,"P 48","(Permanent) Data loss","TRUE",,,,,,1
595,"Report","CSA2024","Business disruption","Operational impact",,,,"Impact",,,,,,,"Results from ""Unauthenticated resource sharing""",,"P 48","Business disruption","TRUE",,,,,,1
596,"Report","CSA2024","Lost revenue","Financial impact",,,,"Impact",,,,,,,"Results from ""Unauthenticated resource sharing""",,"P 48","Lost revenue","TRUE",,,,,,1
597,"Report","CSA2024","Non-compliance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""Unauthenticated resource sharing""",,"P 48","Non-compliance and fines","TRUE",,,,,,1
598,"Report","CSA2024","Company reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""Unauthenticated resource sharing""",,"P 48","Company reputation","TRUE",,,,,,1
599,"Report","CSA2024","Customer reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""Unauthenticated resource sharing""",,"P 48","Customer reputation","TRUE",,,,,,1
600,"Report","CSA2024","Ransomware and extortion","Tactic of APTs",,TRUE,,"Tactic",,,,,,,,,"P 52","Ransomware","",TRUE,TRUE,,,1,
601,"Report","CSA2024","Exploitation of zero-day vulnerabilities","Tactic of APTs",,TRUE,,"Tactic",,,,,,,,,"P 52","Zero-day vulnerabilities","TRUE",,,TRUE,,,1
602,"Report","CSA2024","Phishing","Tactic of APTs",,TRUE,,"Tactic",,,,,,,,,"P 52","Phishing","",TRUE,TRUE,,,1,
603,"Report","CSA2024","Credential theft","Tactic of APTs",,TRUE,,"Tactic",,,,,,,,,"P 52","Credential theft","",,TRUE,,,,
604,"Report","CSA2024","Destructive wiper attacks","Tactic of APTs",,TRUE,,"Tactic",,,,,,,,,"P 52","Destructive wiper attacks","",,TRUE,,,,
605,"Report","CSA2024","Supply chain compromize","Tactic of APTs",,TRUE,,"Tactic",,,,,,,,,"P 52","Supply chain compromize","",,TRUE,,,,
606,"Report","CSA2024","Weakened security","Technical impact",,,,"Impact",,,,,,,"Results from ""APTs""",,"P 53","Weakened security","",,,,,,
607,"Report","CSA2024","Data loss","Technical impact",,,,"Impact",,,,,,,"Results from ""APTs""",,"P 53","(Permanent) Data loss","TRUE",,,,,,1
608,"Report","CSA2024","Business disruption","Operational impact",,,,"Impact",,,,,,,"Results from ""APTs""",,"P 53","Business disruption","TRUE",,,,,,1
609,"Report","CSA2024","System performance","Operational impact",,,,"Impact",,,,,,,"Results from ""APTs""",,"P 53","System performance","TRUE",,,,,,1
610,"Report","CSA2024","Lost revenue","Financial impact",,,,"Impact",,,,,,,"Results from ""APTs""",,"P 53","Lost revenue","TRUE",,,,,,1
611,"Report","CSA2024","Non-compliance and fines","Financial impact",,,,"Impact",,,,,,,"Results from ""APTs""",,"P 53","Non-compliance and fines","TRUE",,,,,,1
612,"Report","CSA2024","Company reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""APTs""",,"P 53","Company reputation","TRUE",,,,,,1
613,"Report","CSA2024","Customer reputation","Reputational impact",,,,"Impact",,,,,,,"Results from ""APTs""",,"P 53","Customer reputation","TRUE",,,,,,1
614,"Report","PaloAlto2024","AI-Generated Code",,,TRUE,TRUE,"Concern",,,,,,1,"Top concerns in cloud security","Survey","P 21","Unforseen vulnerabilities and exploits introduced by AI-generated code","TRUE",,TRUE,TRUE,,,1
615,"Report","PaloAlto2024","API Risks",,,,,"Concern, Risk",,,,,,2,"Top concerns in cloud security","Survey","P 21","API-associated risks","TRUE",,,,,,1
616,"Report","PaloAlto2024","AI-Powered Attacks",,,TRUE,,"Concern",,,,,,3,"Top concerns in cloud security","Survey","P 21","AI-powered attacks","TRUE",,,,,,1
617,"Report","PaloAlto2024","Inadequate Access Management",,,,,"Concern",,,,,,4,"Top concerns in cloud security","Survey","P 21","Insufficient/missing access control","",TRUE,,TRUE,,1,
618,"Report","PaloAlto2024","CI/CD's Impact on the Attack Surface",,,,,"Concern",,,,,,5,"Top concerns in cloud security","Survey","P 21","Insecure software development","TRUE",,,,,,1
619,"Report","PaloAlto2024","Insider Threats",,TRUE,,,"Concern",,,,,,6,"Top concerns in cloud security","Survey","P 21","Malicious Insider attack","",TRUE,TRUE,,,1,
620,"Report","PaloAlto2024","Unknown, Unmanaged Assets",,,,,"Concern",,,,,,7,"Top concerns in cloud security","Survey","P 21","Neglected cloud infrastructure / Unknown, unmanaged assets","",TRUE,,TRUE,,1,
621,"Report","PaloAlto2024","Unauthorized access","API-associated risks",,,,,,,,,,,,,"P 22","Third-party access / Unauthorized access to data and privileged information","",TRUE,,TRUE,,1,
